Fecha,tas [K]
1894-09-16 00:00:00,289.83984
1894-10-16 12:00:00,289.52246
1894-11-16 00:00:00,290.05737
1894-12-16 12:00:00,290.72495
1895-01-16 12:00:00,290.4939
1895-02-15 00:00:00,291.0204
1895-03-16 12:00:00,291.76343
1895-04-16 00:00:00,291.2187
1895-05-16 12:00:00,291.33612
1895-06-16 00:00:00,289.42877
1895-07-16 12:00:00,288.5143
1895-08-16 12:00:00,289.49362
1895-09-16 00:00:00,289.81512
1895-10-16 12:00:00,287.85742
1895-11-16 00:00:00,288.40387
1895-12-16 12:00:00,290.58896
1896-01-16 12:00:00,290.69046
1896-02-15 12:00:00,290.86365
1896-03-16 12:00:00,292.52216
1896-04-16 00:00:00,291.96762
1896-05-16 12:00:00,290.49127
1896-06-16 00:00:00,290.05084
1896-07-16 12:00:00,289.91537
1896-08-16 12:00:00,288.39514
1896-09-16 00:00:00,289.80975
1896-10-16 12:00:00,289.3894
1896-11-16 00:00:00,290.10962
1896-12-16 12:00:00,290.43036
1897-01-16 12:00:00,291.12164
1897-02-15 00:00:00,292.13947
1897-03-16 12:00:00,292.123
1897-04-16 00:00:00,292.35483
1897-05-16 12:00:00,291.27747
1897-06-16 00:00:00,291.42828
1897-07-16 12:00:00,289.91727
1897-08-16 12:00:00,290.38336
1897-09-16 00:00:00,289.65637
1897-10-16 12:00:00,290.2299
1897-11-16 00:00:00,290.20303
1897-12-16 12:00:00,291.65656
1898-01-16 12:00:00,291.8707
1898-02-15 00:00:00,292.79218
1898-03-16 12:00:00,292.09686
1898-04-16 00:00:00,291.51917
1898-05-16 12:00:00,292.08752
1898-06-16 00:00:00,290.8787
1898-07-16 12:00:00,289.15662
1898-08-16 12:00:00,288.25836
1898-09-16 00:00:00,287.70276
1898-10-16 12:00:00,288.32648
1898-11-16 00:00:00,288.67682
1898-12-16 12:00:00,290.1839
1899-01-16 12:00:00,291.1612
1899-02-15 00:00:00,292.47565
1899-03-16 12:00:00,291.42896
1899-04-16 00:00:00,291.40997
1899-05-16 12:00:00,291.25336
1899-06-16 00:00:00,290.88162
1899-07-16 12:00:00,289.88806
1899-08-16 12:00:00,287.36823
1899-09-16 00:00:00,289.8435
1899-10-16 12:00:00,288.53424
1899-11-16 00:00:00,289.62958
1899-12-16 12:00:00,290.851
1900-01-16 12:00:00,290.5671
1900-02-15 00:00:00,291.213
1900-03-16 12:00:00,292.38235
1900-04-16 00:00:00,291.6549
1900-05-16 12:00:00,291.52905
1900-06-16 00:00:00,288.289
1900-07-16 12:00:00,288.7012
1900-08-16 12:00:00,288.3189
1900-09-16 00:00:00,289.66263
1900-10-16 12:00:00,289.18384
1900-11-16 00:00:00,289.55
1900-12-16 12:00:00,289.78174
1901-01-16 12:00:00,290.3253
1901-02-15 00:00:00,291.2624
1901-03-16 12:00:00,291.466
1901-04-16 00:00:00,291.3366
1901-05-16 12:00:00,290.91913
1901-06-16 00:00:00,290.29352
1901-07-16 12:00:00,289.02252
1901-08-16 12:00:00,288.98187
1901-09-16 00:00:00,288.99136
1901-10-16 12:00:00,289.1667
1901-11-16 00:00:00,289.0714
1901-12-16 12:00:00,290.111
1902-01-16 12:00:00,290.41193
1902-02-15 00:00:00,291.05917
1902-03-16 12:00:00,291.99283
1902-04-16 00:00:00,291.83728
1902-05-16 12:00:00,292.64
1902-06-16 00:00:00,289.94073
1902-07-16 12:00:00,289.88455
1902-08-16 12:00:00,287.41635
1902-09-16 00:00:00,288.859
1902-10-16 12:00:00,289.45868
1902-11-16 00:00:00,289.19913
1902-12-16 12:00:00,290.38293
1903-01-16 12:00:00,291.06522
1903-02-15 00:00:00,291.56238
1903-03-16 12:00:00,292.1714
1903-04-16 00:00:00,292.35712
1903-05-16 12:00:00,290.38745
1903-06-16 00:00:00,290.22455
1903-07-16 12:00:00,289.7049
1903-08-16 12:00:00,289.8346
1903-09-16 00:00:00,287.57257
1903-10-16 12:00:00,289.54254
1903-11-16 00:00:00,290.99194
1903-12-16 12:00:00,290.44397
1904-01-16 12:00:00,291.4389
1904-02-15 12:00:00,292.2574
1904-03-16 12:00:00,292.4604
1904-04-16 00:00:00,291.9297
1904-05-16 12:00:00,291.87152
1904-06-16 00:00:00,290.5823
1904-07-16 12:00:00,289.85095
1904-08-16 12:00:00,288.73105
1904-09-16 00:00:00,290.13135
1904-10-16 12:00:00,289.64246
1904-11-16 00:00:00,289.39645
1904-12-16 12:00:00,289.9257
1905-01-16 12:00:00,291.8886
1905-02-15 00:00:00,292.30756
1905-03-16 12:00:00,291.378
1905-04-16 00:00:00,291.86264
1905-05-16 12:00:00,290.61017
1905-06-16 00:00:00,289.6139
1905-07-16 12:00:00,289.12378
1905-08-16 12:00:00,288.5962
1905-09-16 00:00:00,289.10452
1905-10-16 12:00:00,288.2951
1905-11-16 00:00:00,289.65802
1905-12-16 12:00:00,290.4837
1906-01-16 12:00:00,291.15753
1906-02-15 00:00:00,291.5647
1906-03-16 12:00:00,291.6173
1906-04-16 00:00:00,291.4671
1906-05-16 12:00:00,291.87787
1906-06-16 00:00:00,289.94202
1906-07-16 12:00:00,290.24915
1906-08-16 12:00:00,285.94586
1906-09-16 00:00:00,288.3692
1906-10-16 12:00:00,288.65668
1906-11-16 00:00:00,288.61176
1906-12-16 12:00:00,289.31857
1907-01-16 12:00:00,290.52563
1907-02-15 00:00:00,290.90295
1907-03-16 12:00:00,291.08194
1907-04-16 00:00:00,291.48022
1907-05-16 12:00:00,290.43793
1907-06-16 00:00:00,290.36163
1907-07-16 12:00:00,290.0374
1907-08-16 12:00:00,290.1363
1907-09-16 00:00:00,289.42874
1907-10-16 12:00:00,288.47314
1907-11-16 00:00:00,288.65314
1907-12-16 12:00:00,289.7848
